1000
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 2 22 2 20 9 3 4 7 6 5 2 2 3 5 7 2 3 25 24
8 2 22 2 20 9 3 4 7 6 5 2 2 3 5 7 2 3 25 24
8 2 22 2 20 9 3 4 7 6 5 2 2 3 5 7 2 3 25 24
8 2 22 2 20 9 3 4 7 6 5 2 2 3 5 7 2 3 25 24
8 2 22 2 20 9 3 4 7 6 5 2 2 3 5 7 2 3 25 24
8 2 22 2 20 9 3 4 7 6 5 2 2 3 5 7 2 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
8 3 33 3 30 9 3 4 7 6 5 3 3 3 5 7 3 3 35 34
