0.847910 0.209074
0.932126 0.863917
0.408107 0.751708
0.416186 0.372942
0.181808 0.809712
0.665433 0.964807
0.343427 0.938550
0.905432 0.430865
0.543133 0.328698
0.030574 0.327094
0.864367 0.294846
0.516312 0.781986
0.039385 0.366593
0.315018 0.633120
0.604716 0.284871
0.507695 0.931515
0.179448 0.310860
0.750397 0.346008
0.331444 0.387953
0.102067 0.024343
0.560096 0.862371
0.649578 0.023297
0.768927 0.664315
0.456141 0.507091
0.227354 0.079066
0.750839 0.531510
0.428118 0.496276
0.949878 0.380547
0.435395 0.815665
0.054285 0.103070
0.288318 0.508705
0.204091 0.108913
0.775600 0.688343
0.685675 0.426968
0.429204 0.922646
0.486779 0.502250
0.898463 0.943279
0.572803 0.214594
0.960772 0.846010
0.418353 0.138539
0.300985 0.857977
0.969603 0.932126
0.848839 0.255256
0.135902 0.141754
0.902213 0.554273
0.113125 0.640892
0.483785 0.671947
0.326668 0.382367
0.379579 0.351923
0.548537 0.137115
0.090164 0.788105
0.790872 0.416681
0.488709 0.041695
0.907322 0.832437
0.324858 0.544258
0.444059 0.731393
0.839334 0.706855
0.173807 0.066630
0.661426 0.414094
0.919111 0.109815
0.849986 0.971964
0.725197 0.793912
0.408296 0.899628
0.178086 0.186124
0.854112 0.807885
0.680265 0.834254
0.458474 0.490779
0.794043 0.504090
0.580279 0.271914
0.341844 0.131107
0.118407 0.593274
0.813005 0.646646
0.479115 0.811932
0.768300 0.706939
0.613670 0.178781
0.356213 0.252740
0.619654 0.013493
0.759114 0.257989
0.119121 0.161175
0.372839 0.987853
0.127723 0.918748
0.789757 0.579654
0.411199 0.752850
0.203301 0.784600
0.389052 0.296116
0.680988 0.263910
0.489999 0.304971
0.863348 0.919823
0.489737 0.489603
0.037760 0.360171
0.768795 0.385590
0.209057 0.744568
0.616733 0.726679
0.742856 0.940991
0.678662 0.099511
0.392915 0.133367
0.391026 0.013620
0.040446 0.764025
0.785858 0.903833
0.271128 0.969223
0.356131 0.997220
0.994698 0.471646
0.769615 0.423058
0.672325 0.230711
0.094590 0.421775
0.358603 0.019622
0.857997 0.017678
0.687801 0.497592
0.695110 0.060252
0.138181 0.276272
0.569489 0.110154
0.393465 0.941355
0.543012 0.248545
0.387211 0.983497
0.857961 0.522179
0.663647 0.117087
0.656632 0.401732
0.017652 0.521091
0.008676 0.327140
0.986916 0.123081
0.042338 0.141220
0.660898 0.165745
0.882986 0.971691
0.444073 0.944585
0.790827 0.911707
0.865044 0.786149
0.359383 0.670326
0.258464 0.048108
0.887340 0.216860
0.163292 0.165592
0.068549 0.326876
0.578782 0.542669
0.958471 0.852600
0.798683 0.393472
0.770081 0.486826
0.404506 0.474420
0.428207 0.766925
0.140285 0.017128
0.968521 0.074361
0.814136 0.071029
0.805872 0.425159
0.076008 0.895378
0.616371 0.918046
0.906374 0.002239
0.078624 0.809542
0.917203 0.945202
0.001734 0.319052
0.114426 0.973013
0.431157 0.432063
0.600190 0.222944
0.168246 0.165825
0.803553 0.215656
0.765272 0.989445
0.219882 0.031464
0.464950 0.349110
0.312052 0.697339
0.741970 0.539185
0.180660 0.994630
0.073768 0.481237
0.845813 0.109419
0.318723 0.325561
0.499648 0.290568
0.612236 0.173574
0.886603 0.954961
0.004577 0.634505
0.047549 0.485063
0.159144 0.376049
0.024247 0.300880
0.305749 0.306255
0.762205 0.656533
0.300750 0.532652
0.372848 0.011092
0.084370 0.784686
0.120023 0.753970
0.045215 0.556828
0.981213 0.527096
0.803031 0.832233
0.400432 0.379255
0.702925 0.880653
0.897632 0.512382
0.877787 0.289304
0.528533 0.435270
0.080345 0.081715
0.799180 0.927081
0.612281 0.507099
0.531080 0.331179
0.585068 0.841592
0.345677 0.349253
0.435633 0.332732
0.890970 0.686328
0.089719 0.239849
0.668487 0.609225
0.416764 0.775570
0.335380 0.724128
0.652358 0.637440
0.654291 0.053392
0.277803 0.733686
0.842722 0.797359
0.441050 0.653447
0.934003 0.003863
0.379231 0.409345
0.903556 0.736283
0.460256 0.989033
0.736983 0.230398
0.399423 0.292417
0.320641 0.960984
0.926689 0.102542
0.020695 0.500997
0.681252 0.840632
0.083246 0.549328
0.392317 0.989635
0.535982 0.527586
0.468386 0.235574
0.100916 0.701959
0.962139 0.572376
0.738099 0.873180
0.503965 0.843333
0.831822 0.295741
0.204412 0.451168
0.703666 0.636946
0.714297 0.258708
0.090853 0.467038
0.600980 0.023454
0.463704 0.983557
0.950224 0.061879
0.572628 0.416251
0.635351 0.223082
0.412894 0.833262
0.008832 0.666443
0.874555 0.875011
0.866199 0.384244
0.705237 0.279057
0.408150 0.887730
0.055115 0.927442
0.583920 0.983893
0.796246 0.547383
0.637491 0.110298
0.012518 0.126887
0.897926 0.266545
0.541854 0.568742
0.856100 0.183522
0.218886 0.099522
0.352314 0.005374
0.514169 0.474650
0.262765 0.424168
0.595126 0.076240
0.417573 0.903503
0.444244 0.587319
0.609033 0.354879
0.561644 0.044242
0.455987 0.389401
0.952026 0.718487
0.578710 0.057458
0.550055 0.459705
0.008386 0.810286
0.973625 0.843798
0.006282 0.269873
0.511052 0.712973
0.499902 0.277454
0.546062 0.469136
0.156921 0.605877
0.203582 0.787637
0.712394 0.667417
0.859665 0.255317
0.540737 0.526151
0.300493 0.804943
0.621185 0.532783
0.738258 0.717558
0.983920 0.939886
0.595803 0.394918
0.443777 0.926761
0.957294 0.066112
0.929436 0.565702
0.848744 0.085621
0.998195 0.395216
0.060110 0.504487
0.189941 0.430803
0.049753 0.151930
0.718625 0.640166
0.582430 0.551654
0.625549 0.137298
0.143545 0.615269
0.925987 0.608636
0.845302 0.204641
0.469132 0.774563
0.494438 0.335677
0.201116 0.010769
0.726606 0.007935
